dataset,level_1,level_2,level_3,fname,longitude,latitude
SR,soil,,,SR0047_l1_10_soil,-120.0382367,34.69937
SR,soil,,,SR0047_l1_11_soil,-120.038235,34.6994
SR,soil,,,SR0047_l1_12_soil,-120.03818,34.69940167
SR,soil,,,SR0047_l1_13_soil,-120.038115,34.69940333
ssl-ir,soil,A4,A4,ssl-ir_A4,35.217018,31.771959
ssl-ir,soil,B4,B4,ssl-ir_B4,35.217018,31.771959
ssl-ir,soil,C11,C11,ssl-ir_C11,35.217018,31.771959
ssl-ir,soil,E5,E5,ssl-ir_E5,35.217018,31.771959
ssl-ir,soil,H10,H10,ssl-ir_H10,35.217018,31.771959
ssl-ir,soil,H11,H11,ssl-ir_H11,35.217018,31.771959
ssl-ir,soil,H12,H12,ssl-ir_H12,35.217018,31.771959
ssl-ir,soil,H13,H13,ssl-ir_H13,35.217018,31.771959
SR,soil,,,SR0034_l1_14_soil,-120.0347917,34.68669167
ssl-ir,soil,H14,H14,ssl-ir_H14,35.217018,31.771959
ssl-ir,soil,H6,H6,ssl-ir_H6,35.217018,31.771959
ssl-ir,soil,H7,H7,ssl-ir_H7,35.217018,31.771959
ssl-ir,soil,H8,H8,ssl-ir_H8,35.217018,31.771959
ssl-ir,soil,H9,H9,ssl-ir_H9,35.217018,31.771959
ssl-ir,soil,J1,J1,ssl-ir_J1,35.217018,31.771959
ssl-ir,soil,J2,J2,ssl-ir_J2,35.217018,31.771959
ssl-ir,soil,K1,K1,ssl-ir_K1,35.217018,31.771959
ssl-ir,soil,K2,K2,ssl-ir_K2,35.217018,31.771959
ssl-ir,soil,K3,K3,ssl-ir_K3,35.217018,31.771959
ssl-ir,soil,K4,K4,ssl-ir_K4,35.217018,31.771959
ssl-ir,soil,K5,K5,ssl-ir_K5,35.217018,31.771959
ssl-ir,soil,K6,K6,ssl-ir_K6,35.217018,31.771959
ssl-ir,soil,K7,K7,ssl-ir_K7,35.217018,31.771959
ssl-ir,soil,K8,K8,ssl-ir_K8,35.217018,31.771959
ssl-ir,soil,H5,H5,ssl-ir_H5,35.217018,31.771959
SR,soil,,,SR0034_l1_13_soil,-120.03478,34.686695
SR,soil,,,SR0034_l1_12_soil,-120.0348083,34.68667167
SR,soil,UNKN-,UNKN-,SR0034_l1_11_soil,-120.0348117,34.686645
SR,soil,UNKN-,UNKN-,SR0019_l2_02_soil,-120.04139,34.702895
SR,soil,UNKN-,UNKN-,SR0019_l2_03_soil,-120.0413733,34.70293167
SR,soil,,,SR0020_l1_00_soil,-120.042285,34.70335667
SR,soil,,,SR0020_l1_01_soil,-120.042255,34.70336167
SR,soil,,,SR0020_l1_02_soil,-120.0422567,34.70336167
SR,soil,,,SR0020_l1_03_soil,-120.042265,34.70335667
SR,soil,,,SR0020_l1_04_soil,-120.04226,34.70335833
SR,soil,,,SR0020_l1_05_soil,-120.0422483,34.703315
SR,soil,,,SR0020_l1_06_soil,-120.0422417,34.70332833
SR,soil,,,SR0020_l1_07_soil,-120.0422133,34.70332833
SR,soil,,,SR0020_l1_08_soil,-120.04223,34.70334167
SR,soil,,,SR0020_l2_00_soil,-120.0422383,34.70327167
SR,soil,,,SR0020_l2_01_soil,-120.0422533,34.70329167
SR,soil,,,SR0020_l2_02_soil,-120.0422483,34.70328833
SR,soil,,,SR0020_l2_03_soil,-120.0422567,34.70330167
SR,soil,,,SR0020_l2_04_soil,-120.0422517,34.70332833
SR,soil,UNKN-,UNKN-,SR0021_l2_15_soil,-120.041515,34.703375
SR,soil,,,SR0034_l2_03_soil,-120.0348583,34.686675
SR,soil,,,SR0034_l2_02_soil,-120.03484,34.686675
SR,soil,,,SR0034_l2_01_soil,-120.034855,34.68667833
SR,soil,,,SR0034_l2_00_soil,-120.03486,34.68668833
SR,soil,,,SR0033_l1_04_soil,-120.0338983,34.68655833
SR,soil,,,SR0033_l1_03_soil,-120.0339583,34.68651333
pilot-2,soil,ENTISOLS,IL-SC-130-00159,IL-SC-130-00159,35.06505682,30.00194785
SR,soil,,,SR0033_l1_02_soil,-120.033955,34.68655
SR,soil,,,SR0033_l1_00_soil,-120.0338683,34.68664333
SR,soil,,,SR0026_l1_06_soil,-120.05096,34.69239833
SR,soil,,,SR0026_l1_05_soil,-120.05088,34.69229667
SR,soil,,,SR0026_l1_04_soil,-120.05092,34.69232
SR,soil,UNKN-,UNKN-,SR0021_l2_17_soil,-120.0415533,34.70347667
SR,soil,UNKN-,UNKN-,SR0021_l2_16_soil,-120.0415633,34.70341
SR,soil,,,SR0033_l1_01_soil,-120.033955,34.68658
pilot-2,soil,ENTISOLS,IL-SC-110-00158,IL-SC-110-00158,35.06505682,30.00194785
pilot-2,soil,ENTISOLS,IL-SC-090-00157,IL-SC-090-00157,35.06505682,30.00194785
pilot-2,soil,ENTISOLS,IL-SC-060-00156,IL-SC-060-00156,35.06505682,30.00194785
pilot-2,soil,ALFISOLS,IL-LV-000-00006,IL-LV-000-00006,34.8064232,31.9565029
pilot-2,soil,ALFISOLS,IL-VR-000-00007,IL-VR-000-00007,34.84678479,31.91423728
pilot-2,soil,ALFISOLS,IL-VR-000-00008,IL-VR-000-00008,34.8467827,31.914238
pilot-2,soil,ENTISOLS,IL-CL-000-00009,IL-CL-000-00009,34.77576765,31.95279292
pilot-2,soil,ENTISOLS,IL-VR-000-00010,IL-VR-000-00010,34.7876244,31.9041328
pilot-2,soil,ENTISOLS,IL-VR-000-00011,IL-VR-000-00011,34.7876244,31.9041328
pilot-2,soil,ENTISOLS,IL-VR-000-00012,IL-VR-000-00012,34.86928393,31.83403391
pilot-2,soil,ENTISOLS,IL-VR-000-00013,IL-VR-000-00013,34.8671684,31.8340282
pilot-2,soil,ENTISOLS,IL-VR-000-00014,IL-VR-000-00014,34.86505866,31.83402246
pilot-2,soil,MOLLISOLS,IL-VR-000-00015,IL-VR-000-00015,34.8629494,31.8331146
pilot-2,soil,ENTISOLS,IL-VR-000-00016,IL-VR-000-00016,34.9115982,31.8152008
pilot-2,soil,ENTISOLS,IL-VR-000-00017,IL-VR-000-00017,34.9824028,31.7964096
pilot-2,soil,ENTISOLS,IL-VR-000-00018,IL-VR-000-00018,34.9824028,31.7964096
pilot-2,soil,ENTISOLS,IL-VR-000-00019,IL-VR-000-00019,34.95571,31.76875
pilot-2,soil,ALFISOLS,IL-VR-000-00004,IL-VR-000-00004,34.78760915,31.90774036
pilot-2,soil,ENTISOLS,IL-VR-000-00020,IL-VR-000-00020,35.0120811,31.7450523
pilot-2,soil,ENTISOLS,IL-VR-000-00023,IL-VR-000-00023,34.9456,31.98066
pilot-2,soil,MOLLISOLS,IL-VR-000-00024,IL-VR-000-00024,34.93971793,31.94964303
pilot-2,soil,MOLLISOLS,IL-LV-000-00025,IL-LV-000-00025,35.0278969,31.7513885
pilot-2,soil,MOLLISOLS,IL-KS-000-00026,IL-KS-000-00026,35.03211736,31.75229711
pilot-2,soil,MOLLISOLS,IL-LV-000-00028,IL-LV-000-00028,35.03094245,31.8130779
pilot-2,soil,MOLLISOLS,IL-LV-000-00029,IL-LV-000-00029,35.03094245,31.81362357
pilot-2,soil,MOLLISOLS,IL-LV-000-00030,IL-LV-000-00030,34.9471169,31.9514618
pilot-2,soil,MOLLISOLS,IL-VR-000-00031,IL-VR-000-00031,34.937603,31.9496384
pilot-2,soil,ENTISOLS,IL-VR-000-00032,IL-VR-000-00032,34.9344297,31.94963158
pilot-2,soil,MOLLISOLS,IL-LV-000-00033,IL-LV-000-00033,34.9397049,31.9541531
pilot-2,soil,MOLLISOLS,IL-CL-000-00034,IL-CL-000-00034,34.8563309,31.3514786
pilot-2,soil,INCEPTISOLS,IL-LV-000-00035,IL-LV-000-00035,35.07119,31.73521
pilot-2,soil,INCEPTISOLS,IL-LV-000-00036,IL-LV-000-00036,35.0277672,31.8163242
pilot-2,soil,ALFISOLS,IL-KS-000-00037,IL-KS-000-00037,35.0321312,31.7459831
pilot-2,soil,ENTISOLS,IL-VR-000-00021,IL-VR-000-00021,34.947438,31.77898
pilot-2,soil,ALFISOLS,IL-VR-000-00003,IL-VR-000-00003,34.7884636,31.9510326
pilot-2,soil,ALFISOLS,IL-VR-000-00002,IL-VR-000-00002,34.7419701,31.9427528
pilot-2,soil,ALFISOLS,IL-VR-000-00001,IL-VR-000-00001,34.7969589,31.9438457
ossl,soil,soil,f7568654143f7781666e5b7ce89f3c34,3143_f7568654143f7781666e5b7ce89f3c34,-121.25387,37.88985
ossl,soil,soil,13c9706fd7be005dc5305ba985c9a626,3145_13c9706fd7be005dc5305ba985c9a626,-121.25387,37.88985
ossl,soil,soil,8888081df90183a61c15a948d7c6a012,3146_8888081df90183a61c15a948d7c6a012,-121.25387,37.88985
ossl,soil,soil,0655cdbdb67db291f67952757c50ebc6,3147_0655cdbdb67db291f67952757c50ebc6,-121.25387,37.88985
ossl,soil,soil,668030e804b952f2be5246a9bfbd1b39,3148_668030e804b952f2be5246a9bfbd1b39,-121.25387,37.88985
ossl,soil,soil,036e42f141fb1c2ce8750f84f0bf9216,3149_036e42f141fb1c2ce8750f84f0bf9216,-121.25387,37.88985
ossl,soil,soil,b90e7cdf13d8a84c7a6f64aa2e19cd2e,3150_b90e7cdf13d8a84c7a6f64aa2e19cd2e,-121.25387,37.88985
ossl,soil,soil,566fe45c6e32e8f815ffe4035a7ffc32,3151_566fe45c6e32e8f815ffe4035a7ffc32,-121.25387,37.88985
ossl,soil,soil,ee8d435a8f31c9b85c5e406cc51dc0c7,3152_ee8d435a8f31c9b85c5e406cc51dc0c7,-121.25387,37.88985
ossl,soil,soil,a9577c7219c7a266c3b3997e8c9fe885,3153_a9577c7219c7a266c3b3997e8c9fe885,-121.25387,37.88985
ossl,soil,soil,6c47bb846477e1e3e72c713b7157d302,3154_6c47bb846477e1e3e72c713b7157d302,-121.25387,37.88985
ossl,soil,soil,fc7acd62489e1da5555d6634f0a741b2,3155_fc7acd62489e1da5555d6634f0a741b2,-121.25387,37.88985
ossl,soil,soil,99bb8e1e2a25801a4172beb2b984dc2c,3156_99bb8e1e2a25801a4172beb2b984dc2c,-121.25387,37.88985
ossl,soil,soil,e4dddd2e60230c6cab60005969c79472,3157_e4dddd2e60230c6cab60005969c79472,-121.25387,37.88985
ossl,soil,soil,43371782238930ac9693594e389cc16c,3158_43371782238930ac9693594e389cc16c,-121.25387,37.88985
ossl,soil,soil,d8e54df2174dfee84eac28d96977c53a,3159_d8e54df2174dfee84eac28d96977c53a,-121.25387,37.88985
ossl,soil,soil,731d62e36096813259f4bf980a20f679,3160_731d62e36096813259f4bf980a20f679,-121.25387,37.88985
ossl,soil,soil,6d4ebfdb52db429afb2fd8292bde3281,3241_6d4ebfdb52db429afb2fd8292bde3281,-121.6906111,39.1745
ossl,soil,soil,aa4fd403229658ff1d2a10399259728d,3240_aa4fd403229658ff1d2a10399259728d,-121.6899722,39.1755
ossl,soil,soil,58965b664485c7aa682ee62b5f5264ba,3239_58965b664485c7aa682ee62b5f5264ba,-121.69,39.17447222
ossl,soil,soil,a3f9609137fe2bfb5644860a5739aec3,3238_a3f9609137fe2bfb5644860a5739aec3,-121.6893611,39.17555556
ossl,soil,soil,3ac79afa9dd007b06fc3dfb2a7867f2a,3237_3ac79afa9dd007b06fc3dfb2a7867f2a,-121.6893611,39.17444444
ossl,soil,soil,f757bb9b98e62438c2777582420b8cbc,3169_f757bb9b98e62438c2777582420b8cbc,-121.25387,37.88985
pilot-2,soil,ENTISOLS,IL-AR-000-00038,IL-AR-000-00038,34.38228889,31.19324444
ossl,soil,soil,c16dd1a10160c51e97dc468ec0dbeff9,3168_c16dd1a10160c51e97dc468ec0dbeff9,-121.25387,37.88985
ossl,soil,soil,512f0926bc4b2f720435ca9e8643a2b1,3166_512f0926bc4b2f720435ca9e8643a2b1,-121.25387,37.88985
ossl,soil,soil,92d0170c0afcdff54fe84a943d8306b5,3165_92d0170c0afcdff54fe84a943d8306b5,-121.25387,37.88985
ossl,soil,soil,3d117175a1bd0c9c663d62c133ee8066,3164_3d117175a1bd0c9c663d62c133ee8066,-121.25387,37.88985
ossl,soil,soil,461011dd89cb5ac7e4fa265be8815c1f,3163_461011dd89cb5ac7e4fa265be8815c1f,-121.25387,37.88985
ossl,soil,soil,b27e1bd2464b647af392bcbbec3a3afa,3162_b27e1bd2464b647af392bcbbec3a3afa,-121.25387,37.88985
ossl,soil,soil,98e4caff7dcb79be3080764e92440eff,3161_98e4caff7dcb79be3080764e92440eff,-121.25387,37.88985
ossl,soil,soil,6d96343c63b2bc5be6c2e8f8005ca561,3167_6d96343c63b2bc5be6c2e8f8005ca561,-121.25387,37.88985
ossl,soil,soil,8ae1c4fcc12b242de814d22537091def,3141_8ae1c4fcc12b242de814d22537091def,-121.25387,37.88985
pilot-2,soil,INCEPTISOLS,IL-LP-000-00039,IL-LP-000-00039,35.0074806,31.9173031
pilot-2,soil,VERTISOLS,IL-VR-000-00041,IL-VR-000-00041,34.74735606,31.92383289
pilot-2,soil,ENTISOLS,IL-CL-000-00087,IL-CL-000-00087,34.9069138,31.3092175
pilot-2,soil,ENTISOLS,IL-SC-000-00088,IL-SC-000-00088,34.93852486,31.27501473
pilot-2,soil,ENTISOLS,IL-LP-000-00089,IL-LP-000-00089,34.968998,31.2669582
pilot-2,soil,ALFISOLS,IL-SC-000-00090,IL-SC-000-00090,35.10550246,31.2581245
pilot-2,soil,ENTISOLS,IL-SC-000-00091,IL-SC-000-00091,35.1957932,31.2500496
pilot-2,soil,ALFISOLS,IL-VR-000-00131,IL-VR-000-00131,34.837766,32.001011
pilot-2,soil,ALFISOLS,IL-VR-000-00132,IL-VR-000-00132,34.838283,32.001033
pilot-2,soil,ALFISOLS,IL-VR-000-00133,IL-VR-000-00133,34.838318,32.00115
pilot-2,soil,ALFISOLS,IL-VR-000-00134,IL-VR-000-00134,34.838436,32.001066
pilot-2,soil,ALFISOLS,IL-VR-000-00135,IL-VR-000-00135,34.838441,32.000756
pilot-2,soil,ALFISOLS,IL-VR-000-00136,IL-VR-000-00136,34.826206,31.97908
pilot-2,soil,ALFISOLS,IL-VR-000-00137,IL-VR-000-00137,34.826274,31.979018
pilot-2,soil,MOLLISOLS,IL-VR-000-00138,IL-VR-000-00138,34.82717,31.978051
pilot-2,soil,ALFISOLS,IL-VR-000-00139,IL-VR-000-00139,34.822191,31.983164
pilot-2,soil,ENTISOLS,IL-CM-000-00086,IL-CM-000-00086,34.78603452,31.32691232
pilot-2,soil,ALFISOLS,IL-VR-000-00140,IL-VR-000-00140,34.786998,31.935584
pilot-2,soil,ALFISOLS,IL-VR-000-00142,IL-VR-000-00142,34.787379,31.93542
pilot-2,soil,MOLLISOLS,IL-VR-000-00143,IL-VR-000-00143,34.812867,31.936651
pilot-2,soil,ENTISOLS,IL-SN-000-00144,IL-SN-000-00144,34.80240096,30.85471278
pilot-2,soil,ENTISOLS,IL-SN-020-00145,IL-SN-020-00145,34.80240096,30.85471278
pilot-2,soil,ENTISOLS,IL-SN-030-00146,IL-SN-030-00146,34.80240096,30.85471278
pilot-2,soil,ENTISOLS,IL-SN-050-00147,IL-SN-050-00147,34.80240096,30.85471278
pilot-2,soil,ENTISOLS,IL-SN-080-00148,IL-SN-080-00148,34.80240096,30.85471278
pilot-2,soil,ENTISOLS,IL-SN-090-00149,IL-SN-090-00149,34.80240096,30.85471278
pilot-2,soil,ENTISOLS,IL-SN-120-00150,IL-SN-120-00150,34.80240096,30.85471278
pilot-2,soil,ENTISOLS,IL-SC-000-00151,IL-SC-000-00151,35.06505682,30.00194785
pilot-2,soil,ENTISOLS,IL-SC-010-00152,IL-SC-010-00152,35.06505682,30.00194785
pilot-2,soil,ENTISOLS,IL-SC-020-00153,IL-SC-020-00153,35.06505682,30.00194785
pilot-2,soil,ENTISOLS,IL-SC-030-00154,IL-SC-030-00154,35.06505682,30.00194785
pilot-2,soil,ENTISOLS,IL-SC-050-00155,IL-SC-050-00155,35.06505682,30.00194785
pilot-2,soil,ALFISOLS,IL-VR-000-00141,IL-VR-000-00141,34.786745,31.935868
pilot-2,soil,ENTISOLS,IL-CM-000-00085,IL-CM-000-00085,34.7459259,31.3637524
pilot-2,soil,ENTISOLS,IL-CM-000-00084,IL-CM-000-00084,34.72805309,31.36548995
pilot-2,soil,ENTISOLS,IL-CM-000-00083,IL-CM-000-00083,34.7112122,31.3690338
pilot-2,soil,ENTISOLS,IL-VR-000-00042,IL-VR-000-00042,34.781208,31.9194431
pilot-2,soil,VERTISOLS,IL-VR-000-00043,IL-VR-000-00043,34.9137103,31.81520649
pilot-2,soil,ENTISOLS,IL-AR-000-00044,IL-AR-000-00044,34.38318333,31.19267778
pilot-2,soil,ALFISOLS,IL-VR-000-00045,IL-VR-000-00045,34.61967222,31.52861667
pilot-2,soil,ALFISOLS,IL-VR-020-00046,IL-VR-020-00046,34.61967222,31.52861667
pilot-2,soil,ALFISOLS,IL-VR-010-00047,IL-VR-010-00047,34.64613895,31.65808246
pilot-2,soil,ALFISOLS,IL-VR-030-00048,IL-VR-030-00048,34.64613895,31.65808246
pilot-2,soil,ALFISOLS,IL-VR-060-00049,IL-VR-060-00049,34.64613895,31.65808246
pilot-2,soil,ALFISOLS,IL-VR-100-00050,IL-VR-100-00050,34.64613895,31.65808246
pilot-2,soil,ALFISOLS,IL-VR-140-00051,IL-VR-140-00051,34.64613895,31.65808246
pilot-2,soil,ALFISOLS,IL-VR-180-00052,IL-VR-180-00052,34.64613895,31.65808246
pilot-2,soil,ENTISOLS,IL-SN-150-00054,IL-SN-150-00054,34.80240096,30.85471278
pilot-2,soil,ENTISOLS,IL-VR-000-00056,IL-VR-000-00056,34.835247,31.3685551
pilot-2,soil,INCEPTISOLS,IL-SN-000-00057,IL-SN-000-00057,35.0681076,30.9938087
pilot-2,soil,ENTISOLS,IL-SN-000-00060,IL-SN-000-00060,34.76801905,30.803
pilot-2,soil,ENTISOLS,IL-SC-000-00061,IL-SC-000-00061,34.8865356,30.8166847
pilot-2,soil,ENTISOLS,IL-AR-000-00062,IL-AR-000-00062,34.45451389,31.31718056
pilot-2,soil,ENTISOLS,IL-CL-000-00082,IL-CL-000-00082,34.70811735,31.35909966
pilot-2,soil,ENTISOLS,IL-CM-000-00081,IL-CM-000-00081,34.7040215,31.3383389
pilot-2,soil,ALFISOLS,IL-CL-000-00080,IL-CL-000-00080,34.65990037,31.33725488
pilot-2,soil,ALFISOLS,IL-LV-000-00079,IL-LV-000-00079,34.6053734,31.3189697
pilot-2,soil,ALFISOLS,IL-VR-000-00078,IL-VR-000-00078,34.53204113,31.29154487
pilot-2,soil,ENTISOLS,IL-CL-000-00077,IL-CL-000-00077,34.4499397,31.3127308
pilot-2,soil,VERTISOLS,IL-VR-000-00040,IL-VR-000-00040,34.8343811,31.8447571
pilot-2,soil,ALFISOLS,IL-AR-000-00076,IL-AR-000-00076,34.4379874,31.36316555
pilot-2,soil,ALFISOLS,IL-AR-000-00074,IL-AR-000-00074,34.3918343,31.3502522
pilot-2,soil,ALFISOLS,IL-AR-000-00073,IL-AR-000-00073,34.4229317,31.4018555
pilot-2,soil,ENTISOLS,IL-GY-000-00072,IL-GY-000-00072,35.08993465,30.80299
pilot-2,soil,ENTISOLS,IL-SN-000-00071,IL-SN-000-00071,34.7443314,30.8324852
pilot-2,soil,ENTISOLS,IL-SN-000-00070,IL-SN-000-00070,34.73096711,30.82393419
pilot-2,soil,ENTISOLS,IL-AR-020-00063,IL-AR-020-00063,34.45451389,31.31718056
pilot-2,soil,ALFISOLS,IL-AR-000-00075,IL-AR-000-00075,34.3779251,31.38082706
ossl,soil,soil,65f929d77ace58c254700c1d65efb707,0328_65f929d77ace58c254700c1d65efb707,-102.5644,37.31875
ngsa,soil,soil,TS0071,TS0071,135.414,-29.005
ossl,soil,soil,65f929d77ace58c254700c1d65efb707,0326_65f929d77ace58c254700c1d65efb707,-102.5644,37.31875
MEYER-OKIN,soil,soil,red sand,S4T1win_091,21.8174,-19.5293
MEYER-OKIN,soil,soil,red sand,S4T1win_090,21.8174,-19.5293
MEYER-OKIN,soil,soil,red sand,S4T1win_089,21.8174,-19.5293
MEYER-OKIN,soil,soil,red sand,S4T1win_088,21.8174,-19.5293
MEYER-OKIN,soil,soil,sand,s4t1ind_020,21.8174,-19.5293
MEYER-OKIN,soil,soil,sand,s4t1ind_019,21.8174,-19.5293
MEYER-OKIN,soil,soil,sand,s4t1ind_008,21.8174,-19.5293
MEYER-OKIN,soil,soil,sand,s4t2ind_017,21.8174,-19.5293
MEYER-OKIN,soil,soil,sand,s4t1ind_007,21.8174,-19.5293
MEYER-OKIN,soil,soil,sand,s4t1ind_002,21.8174,-19.5293
MEYER-OKIN,soil,soil,sand,s3t3ind_020,22.0099,-19.0776
MEYER-OKIN,soil,soil,sand,s3t3ind_019,22.0099,-19.0776
MEYER-OKIN,soil,soil,sand,s3t3ind_018,22.0099,-19.0776
MEYER-OKIN,soil,soil,sand,s3t3ind_017,22.0099,-19.0776
MEYER-OKIN,soil,soil,crust,s3t3ind_005,22.0099,-19.0776
MEYER-OKIN,soil,soil,crust,s3t3ind_004,22.0099,-19.0776
MEYER-OKIN,soil,soil,sand,s4t1ind_005,21.8174,-19.5293
MEYER-OKIN,soil,soil,crust,s3t3ind_003,22.0099,-19.0776
MEYER-OKIN,soil,soil,sand,s4t2ind_018,21.8174,-19.5293
MEYER-OKIN,soil,soil,sand,s4t2ind_032,21.8174,-19.5293
MEYER-OKIN,soil,soil,white sand,s5t2ind_041,21.5742,-20.1019
MEYER-OKIN,soil,soil,white sand,s5t2ind_029,21.5742,-20.1019
MEYER-OKIN,soil,soil,black crust,s5t2ind_022,21.5742,-20.1019
MEYER-OKIN,soil,soil,black crust,s5t2ind_021,21.5742,-20.1019
MEYER-OKIN,soil,soil,white sand,s5t2ind_020,21.5742,-20.1019
MEYER-OKIN,soil,soil,white sand,s5t2ind_011,21.5742,-20.1019
MEYER-OKIN,soil,soil,white sand,s5t2ind_004,21.5742,-20.1019
MEYER-OKIN,soil,soil,sand,s4t2ind_021,21.8174,-19.5293
MEYER-OKIN,soil,soil,white sand,s5t2ind_003,21.5742,-20.1019
MEYER-OKIN,soil,soil,white sand,s5t2ind_001,21.5742,-20.1019
MEYER-OKIN,soil,soil,white sand,s5t1ind_005,21.5742,-20.1019
MEYER-OKIN,soil,soil,white sand,s5t1ind_004,21.5742,-20.1019
MEYER-OKIN,soil,soil,sand,s4t3ind_023,21.8174,-19.5293
MEYER-OKIN,soil,soil,sand,s4t2ind_038,21.8174,-19.5293
MEYER-OKIN,soil,soil,sand,s4t2ind_034,21.8174,-19.5293
MEYER-OKIN,soil,soil,sand,s4t2ind_033,21.8174,-19.5293
MEYER-OKIN,soil,soil,white sand,s5t2ind_002,21.5742,-20.1019
MEYER-OKIN,soil,soil,white sand,s5t2ind_042,21.5742,-20.1019
MEYER-OKIN,soil,soil,grey sand,s3T1win_098,22.0099,-19.0776
MEYER-OKIN,soil,soil,grey sand,s3T1win_096,22.0099,-19.0776
MEYER-OKIN,soil,soil,grey sand,S2T1win_047,21.8418,-18.6798
MEYER-OKIN,soil,soil,brown sand,S1T1wind_068,21.7716,-18.3886
MEYER-OKIN,soil,soil,brown sand,S1T1wind_067,21.7716,-18.3886
MEYER-OKIN,soil,soil,brown sand,S1T1wind_066,21.7716,-18.3886
MEYER-OKIN,soil,soil,brown sand,S1T1wind_064,21.7716,-18.3886
MEYER-OKIN,soil,soil,sand,s1t1ind_058,21.7716,-18.3886
MEYER-OKIN,soil,soil,sand,s1t1ind_057,21.7716,-18.3886
MEYER-OKIN,soil,soil,grey sand,S2T1win_049,21.8418,-18.6798
MEYER-OKIN,soil,soil,red sand ,S15T1ind_030,20.6729,-26.8199
MEYER-OKIN,soil,soil,red sand ,S15T1ind_028,20.6729,-26.8199
MEYER-OKIN,soil,soil,red sand ,S15T1ind_027,20.6729,-26.8199
MEYER-OKIN,soil,soil,red sand ,S15T1ind_026,20.6729,-26.8199
MEYER-OKIN,soil,soil,brown crust,S15T1ind_025,20.6729,-26.8199
MEYER-OKIN,soil,soil,brown crust,S15T1ind_024,20.6729,-26.8199
MEYER-OKIN,soil,soil,brown crust,S15T1ind_023,20.6729,-26.8199
MEYER-OKIN,soil,soil,brown crust,S15T1ind_022,20.6729,-26.8199
MEYER-OKIN,soil,soil,red sand ,S15T1ind_029,20.6729,-26.8199
MEYER-OKIN,soil,soil,grey sand,s3T1win_097,22.0099,-19.0776
MEYER-OKIN,soil,soil,grey sand,S2T1win_050,21.8418,-18.6798
MEYER-OKIN,soil,soil,soil,s2t2ind_025,21.8418,-18.6798
MEYER-OKIN,soil,soil,brown sand,s3T1win_095,22.0099,-19.0776
MEYER-OKIN,soil,soil,brown sand,s3T1win_094,22.0099,-19.0776
MEYER-OKIN,soil,soil,brown sand,s3T1win_093,22.0099,-19.0776
MEYER-OKIN,soil,soil,brown sand,s3T1win_092,22.0099,-19.0776
MEYER-OKIN,soil,soil,brown sand,s3T1win_091,22.0099,-19.0776
MEYER-OKIN,soil,soil,sand,s3t1ind_024,22.0099,-19.0776
MEYER-OKIN,soil,soil,sand,s3t1ind_010,22.0099,-19.0776
MEYER-OKIN,soil,soil,soil,s2t2ind_023,21.8418,-18.6798
MEYER-OKIN,soil,soil,sand,s3t1ind_006,22.0099,-19.0776
MEYER-OKIN,soil,soil,soil crust,s2t3ind_021,21.8418,-18.6798
MEYER-OKIN,soil,soil,soil,s2t3ind_018,21.8418,-18.6798
MEYER-OKIN,soil,soil,soil,s2t3ind_017,21.8418,-18.6798
MEYER-OKIN,soil,soil,soil,s2t3ind_013,21.8418,-18.6798
MEYER-OKIN,soil,soil,soil,s2t3ind_012,21.8418,-18.6798
MEYER-OKIN,soil,soil,soil,s2t2ind_035,21.8418,-18.6798
MEYER-OKIN,soil,soil,soil,s2t2ind_034,21.8418,-18.6798
MEYER-OKIN,soil,soil,sand,s3t1ind_002,22.0099,-19.0776
MEYER-OKIN,soil,soil,white sand,s5t2ind_043,21.5742,-20.1019
MEYER-OKIN,soil,soil,grey sand,S5T31win_053,21.5742,-20.1019
MEYER-OKIN,soil,soil,grey sand,S5T31win_054,21.5742,-20.1019
ngsa,soil,soil,TS0096,TS0096,136.831,-27.687
ngsa,soil,soil,TS0093,TS0093,137.658,-27.711
ngsa,soil,soil,TS0090,TS0090,136.076,-27.961
ngsa,soil,soil,TS0089,TS0089,136.053,-28.041
ngsa,soil,soil,TS0087,TS0087,136.787,-28.134
ngsa,soil,soil,TS0086,TS0086,135.28,-28.151
ngsa,soil,soil,TS0082,TS0082,135.09,-28.348
ngsa,soil,soil,TS0098,TS0098,137.461,-27.605
ngsa,soil,soil,TS0081,TS0081,136.847,-28.429
ssl-ir,soil,O1,O1,ssl-ir_O1,35.217018,31.771959
ngsa,soil,soil,TS0069,TS0069,136.326,-29.172
ngsa,soil,soil,TS0066,TS0066,137.053,-29.384
ngsa,soil,soil,TS0065,TS0065,137.076,-29.465
ngsa,soil,soil,TS0058,TS0058,136.136,-30.096
ngsa,soil,soil,TS0056,TS0056,136.935,-30.275
ngsa,soil,soil,TS0052,TS0052,135.539,-30.535
ngsa,soil,soil,TS0076,TS0076,135.156,-28.767
ngsa,soil,soil,TS0050,TS0050,137.339,-30.616
ngsa,soil,soil,TS0103,TS0103,134.553,-27.144
ngsa,soil,soil,TS0105,TS0105,135.522,-27.084
ngsa,soil,soil,TS0161,TS0161,140.699,-30.23
ngsa,soil,soil,TS0159,TS0159,139.524,-30.723
ngsa,soil,soil,TS0158,TS0158,140.66,-30.838
ngsa,soil,soil,TS0156,TS0156,139.562,-31.123
ngsa,soil,soil,TS0155,TS0155,140.616,-31.173
ngsa,soil,soil,TS0154,TS0154,139.653,-31.224
